run_id,symbol,trigger_name,trigger_params,filter_name,filter_params,timeframe,start_date,end_date,total_trades,win_rate,annual_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,gain_to_pain_ratio,irr_annualized,irr_daily,avg_daily_return,max_consecutive_wins,max_consecutive_losses,max_drawdown_duration,num_days,net_pnl,starting_balance,ending_balance,status,error_msg,elapsed_seconds,timestamp
20648,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",roc_positive,"{""window"": 19, ""threshold"": -8}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.17,2026-02-22T22:06:34.610616
20649,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",roc_positive,"{""window"": 24, ""threshold"": -4}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.17,2026-02-22T22:06:34.779689
20650,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_overbought,"{""window"": 14, ""threshold"": 70}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.17,2026-02-22T22:06:34.949721
20651,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_overbought,"{""window"": 54, ""threshold"": 55}",1d,2022-08-01,2026-02-15,8,0.25,-23.0696,-1.4101,-0.9928,8.041,-2.869,0.5052,-21.2702,-0.065499,-0.060956,2,6,43,55,-347.62,10000.0,9652.376415202902,ok,,0.71,2026-02-22T22:06:35.118798
20652,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_overbought,"{""window"": 59, ""threshold"": 89}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.69,2026-02-22T22:06:35.826544
20653,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_overbought,"{""window"": 79, ""threshold"": 53}",1d,2022-08-01,2026-02-15,10,0.5,30.183,1.6422,1.1117,4.719,6.396,1.9381,35.0714,0.082399,0.085721,4,4,18,55,454.81,10000.0,10454.811704231703,ok,,0.7,2026-02-22T22:06:36.513110
20654,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_overbought,"{""window"": 95, ""threshold"": 74}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.68,2026-02-22T22:06:37.217729
20655,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_oversold,"{""window"": 14, ""threshold"": 30}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.16,2026-02-22T22:06:37.894106
20656,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_oversold,"{""window"": 2, ""threshold"": 11}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.16,2026-02-22T22:06:38.058944
20657,BTC,mass_reversal_signal,"{""window_fast"": 7, ""window_slow"": 25, ""threshold_high"": 25, ""threshold_low"": 24}",rsi_oversold,"{""window"": 17, ""threshold"": 26}",1d,2022-08-01,2026-02-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,55,55,0.0,10000.0,10000.0,no_trades,,0.17,2026-02-22T22:06:38.223183
