run_id,symbol,trigger_name,trigger_params,filter_name,filter_params,timeframe,start_date,end_date,total_trades,win_rate,annual_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,gain_to_pain_ratio,irr_annualized,irr_daily,avg_daily_return,max_consecutive_wins,max_consecutive_losses,max_drawdown_duration,num_days,net_pnl,starting_balance,ending_balance,status,error_msg,elapsed_seconds,timestamp
113648,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",roc_positive,"{""window"": 11, ""threshold"": 10}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,27.73,2026-02-24T14:48:51.501498
113649,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",roc_positive,"{""window"": 27, ""threshold"": -1}",1h,2025-01-01,2026-02-14,1,0.0,-0.9425,-0.93,0.0,1.0888,-0.8656,0.0,-0.9447,-0.0026,-0.00258,0,1,422,422,-108.88,10000.0,9891.116123084601,ok,,26.66,2026-02-24T14:49:19.228068
113650,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_overbought,"{""window"": 14, ""threshold"": 70}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.32,2026-02-24T14:49:45.890644
113651,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_overbought,"{""window"": 28, ""threshold"": 74}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.62,2026-02-24T14:50:12.213068
113652,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_overbought,"{""window"": 48, ""threshold"": 79}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,27.52,2026-02-24T14:50:38.830824
113653,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_overbought,"{""window"": 69, ""threshold"": 63}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.69,2026-02-24T14:51:06.346406
113654,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_overbought,"{""window"": 90, ""threshold"": 61}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.18,2026-02-24T14:51:32.037339
113655,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_oversold,"{""window"": 14, ""threshold"": 30}",1h,2025-01-01,2026-02-14,1,1.0,0.8395,0.93,0.0,0.0,0.0,999999999999.99,0.8415,0.002296,0.002301,1,0,370,422,97.12,10000.0,10097.12230264,ok,,27.08,2026-02-24T14:51:58.215180
113656,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_oversold,"{""window"": 17, ""threshold"": 47}",1h,2025-01-01,2026-02-14,3,0.3333,-0.8686,-0.5023,-0.0638,1.9558,-0.4441,0.4918,-0.8706,-0.002396,-0.00235,1,2,370,422,-100.35,10000.0,9899.645485232,ok,,25.81,2026-02-24T14:52:25.291138
113657,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_oversold,"{""window"": 28, ""threshold"": 29}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,24.53,2026-02-24T14:52:51.103517
113658,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_oversold,"{""window"": 64, ""threshold"": 0}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,22.54,2026-02-24T14:53:15.632006
113659,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",rsi_oversold,"{""window"": 79, ""threshold"": 5}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,23.74,2026-02-24T14:53:38.173239
113660,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_overbought,"{""window_slow"": 50, ""window_fast"": 23, ""cycle"": 10, ""smooth1"": 3, ""smooth2"": 3, ""threshold"": 75.0}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.01,2026-02-24T14:54:01.918015
113661,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_overbought,"{""window_slow"": 54, ""window_fast"": 23, ""cycle"": 316, ""smooth1"": 422, ""smooth2"": 316, ""threshold"": 52.6316}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,23.53,2026-02-24T14:54:27.924461
113662,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_overbought,"{""window_slow"": 133, ""window_fast"": 81, ""cycle"": 316, ""smooth1"": 1000, ""smooth2"": 159, ""threshold"": 31.5789}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,24.48,2026-02-24T14:54:51.455047
113663,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_overbought,"{""window_slow"": 81, ""window_fast"": 54, ""cycle"": 369, ""smooth1"": 54, ""smooth2"": 632, ""threshold"": 10.5263}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.57,2026-02-24T14:55:15.935467
113664,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_overbought,"{""window_slow"": 421, ""window_fast"": 133, ""cycle"": 316, ""smooth1"": 106, ""smooth2"": 474, ""threshold"": 68.4211}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,24.91,2026-02-24T14:55:42.500753
113665,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_oversold,"{""window_slow"": 50, ""window_fast"": 23, ""cycle"": 10, ""smooth1"": 3, ""smooth2"": 3, ""threshold"": 25.0}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.98,2026-02-24T14:56:07.412535
113666,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_oversold,"{""window_slow"": 500, ""window_fast"": 369, ""cycle"": 579, ""smooth1"": 369, ""smooth2"": 1000, ""threshold"": 31.5789}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.77,2026-02-24T14:56:33.394203
113667,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_oversold,"{""window_slow"": 421, ""window_fast"": 81, ""cycle"": 159, ""smooth1"": 422, ""smooth2"": 474, ""threshold"": 42.1053}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.57,2026-02-24T14:57:00.165843
113668,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_oversold,"{""window_slow"": 317, ""window_fast"": 54, ""cycle"": 527, ""smooth1"": 422, ""smooth2"": 790, ""threshold"": 57.8947}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.49,2026-02-24T14:57:26.733181
113669,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stc_oversold,"{""window_slow"": 238, ""window_fast"": 54, ""cycle"": 527, ""smooth1"": 632, ""smooth2"": 737, ""threshold"": 47.3684}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.49,2026-02-24T14:57:53.219791
113670,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_overbought,"{""window"": 14, ""smooth_window"": 3, ""threshold"": 80}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,23.78,2026-02-24T14:58:19.709168
113671,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_overbought,"{""window"": 12, ""smooth_window"": 8, ""threshold"": 79}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,24.1,2026-02-24T14:58:43.491777
113672,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_overbought,"{""window"": 24, ""smooth_window"": 5, ""threshold"": 94}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,23.46,2026-02-24T14:59:07.586937
113673,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_overbought,"{""window"": 33, ""smooth_window"": 4, ""threshold"": 89}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,23.97,2026-02-24T14:59:31.049009
113674,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_overbought,"{""window"": 50, ""smooth_window"": 5, ""threshold"": 84}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.3,2026-02-24T14:59:55.021353
113675,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_oversold,"{""window"": 14, ""smooth_window"": 3, ""threshold"": 20}",1h,2025-01-01,2026-02-14,1,1.0,0.8395,0.93,0.0,0.0,0.0,999999999999.99,0.8415,0.002296,0.002301,1,0,370,422,97.12,10000.0,10097.12230264,ok,,25.86,2026-02-24T15:00:21.324484
113676,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_oversold,"{""window"": 5, ""smooth_window"": 6, ""threshold"": 17}",1h,2025-01-01,2026-02-14,1,1.0,0.8395,0.93,0.0,0.0,0.0,999999999999.99,0.8415,0.002296,0.002301,1,0,370,422,97.12,10000.0,10097.12230264,ok,,25.42,2026-02-24T15:00:47.184081
113677,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_oversold,"{""window"": 12, ""smooth_window"": 2, ""threshold"": 21}",1h,2025-01-01,2026-02-14,1,1.0,0.8395,0.93,0.0,0.0,0.0,999999999999.99,0.8415,0.002296,0.002301,1,0,370,422,97.12,10000.0,10097.12230264,ok,,25.93,2026-02-24T15:01:12.599363
113678,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_oversold,"{""window"": 12, ""smooth_window"": 10, ""threshold"": 17}",1h,2025-01-01,2026-02-14,1,1.0,0.8395,0.93,0.0,0.0,0.0,999999999999.99,0.8415,0.002296,0.002301,1,0,370,422,97.12,10000.0,10097.12230264,ok,,26.38,2026-02-24T15:01:38.529411
113679,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stoch_oversold,"{""window"": 14, ""smooth_window"": 1, ""threshold"": 27}",1h,2025-01-01,2026-02-14,2,0.5,-0.1004,-0.0677,0.0,1.0768,-0.0932,0.8932,-0.1006,-0.000276,-0.00025,1,1,370,422,-11.61,10000.0,9988.392645619002,ok,,27.12,2026-02-24T15:02:04.912175
113680,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_overbought,"{""window"": 14, ""smooth1"": 3, ""smooth2"": 3, ""threshold"": 0.8}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.6,2026-02-24T15:02:32.031682
113681,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_overbought,"{""window"": 8, ""smooth1"": 5, ""smooth2"": 2, ""threshold"": 0.8}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.01,2026-02-24T15:02:57.633366
113682,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_overbought,"{""window"": 21, ""smooth1"": 6, ""smooth2"": 1, ""threshold"": 0.8316}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.75,2026-02-24T15:03:23.648136
113683,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_overbought,"{""window"": 23, ""smooth1"": 6, ""smooth2"": 10, ""threshold"": 0.6}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.17,2026-02-24T15:03:49.400599
113684,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_overbought,"{""window"": 27, ""smooth1"": 10, ""smooth2"": 2, ""threshold"": 0.6}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.79,2026-02-24T15:04:14.567764
113685,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_oversold,"{""window"": 14, ""smooth1"": 3, ""smooth2"": 3, ""threshold"": 0.2}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,26.27,2026-02-24T15:04:40.358204
113686,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_oversold,"{""window"": 5, ""smooth1"": 3, ""smooth2"": 9, ""threshold"": 0.0842}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,27.4,2026-02-24T15:05:06.626085
113687,PAXG,bb_squeeze,"{""window"": 5, ""window_dev"": 5, ""threshold"": 18}",stochrsi_oversold,"{""window"": 21, ""smooth1"": 9, ""smooth2"": 10, ""threshold"": 0.0421}",1h,2025-01-01,2026-02-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,422,422,0.0,10000.0,10000.0,no_trades,,25.08,2026-02-24T15:05:34.027058
