run_id,symbol,trigger_name,trigger_params,filter_name,filter_params,timeframe,start_date,end_date,total_trades,win_rate,annual_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,gain_to_pain_ratio,irr_annualized,irr_daily,avg_daily_return,max_consecutive_wins,max_consecutive_losses,max_drawdown_duration,num_days,net_pnl,starting_balance,ending_balance,status,error_msg,elapsed_seconds,timestamp
189072,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bearish,"{""lookback"": 17}",5m,2026-02-01,2026-02-16,4,1.0,0.9299,1.5847,0.0,0.0,0.0,999999999999.99,0.933,0.002544,0.002541,4,0,137,336,85.6,10000.0,10085.599878909597,ok,,24.32,2026-02-24T19:56:24.714902
189073,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bearish,"{""lookback"": 41}",5m,2026-02-01,2026-02-16,5,0.6,0.4605,0.9478,2.0871,0.1058,4.3538,4.989,0.462,0.001263,0.001262,2,2,247,336,42.4,10000.0,10042.395458366698,ok,,26.12,2026-02-24T19:56:49.039135
189074,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bearish,"{""lookback"": 43}",5m,2026-02-01,2026-02-16,5,0.6,0.4605,0.9478,2.0871,0.1058,4.3538,4.989,0.462,0.001263,0.001262,2,2,247,336,42.4,10000.0,10042.395458366698,ok,,25.32,2026-02-24T19:57:15.161649
189075,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bullish,"{""lookback"": 20}",5m,2026-02-01,2026-02-16,8,0.25,-0.1483,-0.3328,-0.106,0.5338,-0.2778,0.7694,-0.1487,-0.000408,-0.000404,2,4,336,336,-13.65,10000.0,9986.348379249303,ok,,21.08,2026-02-24T19:57:40.480761
189076,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bullish,"{""lookback"": 22}",5m,2026-02-01,2026-02-16,8,0.25,-0.1483,-0.3328,-0.106,0.5338,-0.2778,0.7694,-0.1487,-0.000408,-0.000404,2,4,336,336,-13.65,10000.0,9986.348379249303,ok,,21.04,2026-02-24T19:58:01.561579
189077,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bullish,"{""lookback"": 24}",5m,2026-02-01,2026-02-16,6,0.3333,-0.0648,-0.1458,-0.0436,0.473,-0.137,0.8842,-0.065,-0.000178,-0.000175,2,3,227,336,-5.97,10000.0,9994.0328064491,ok,,25.53,2026-02-24T19:58:22.598522
189078,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bullish,"{""lookback"": 43}",5m,2026-02-01,2026-02-16,6,0.3333,-0.036,-0.0818,-0.0226,0.473,-0.0761,0.9322,-0.0361,-9.9e-05,-9.6e-05,2,3,336,336,-3.31,10000.0,9996.6870245294,ok,,24.26,2026-02-24T19:58:48.128125
189079,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vpt_bullish,"{""lookback"": 50}",5m,2026-02-01,2026-02-16,6,0.3333,-0.036,-0.0818,-0.0226,0.473,-0.0761,0.9322,-0.0361,-9.9e-05,-9.6e-05,2,3,336,336,-3.31,10000.0,9996.6870245294,ok,,21.99,2026-02-24T19:59:12.385117
189080,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_above,"{""window"": 14}",5m,2026-02-01,2026-02-16,8,0.25,-0.428,-1.1808,-0.3014,0.5338,-0.8018,0.3341,-0.4292,-0.001178,-0.001173,1,4,336,336,-39.4,10000.0,9960.599785644301,ok,,21.86,2026-02-24T19:59:34.377244
189081,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_above,"{""window"": 17}",5m,2026-02-01,2026-02-16,9,0.3333,0.0656,0.1125,0.0474,0.5338,0.1229,1.1016,0.0658,0.00018,0.000185,1,4,247,336,6.04,10000.0,10006.038062604695,ok,,23.14,2026-02-24T19:59:56.241144
189082,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_above,"{""window"": 24}",5m,2026-02-01,2026-02-16,10,0.4,0.4095,0.6293,0.289,0.5338,0.7671,1.6339,0.4108,0.001123,0.001126,2,4,247,336,37.69,10000.0,10037.694867830196,ok,,21.58,2026-02-24T20:00:19.376464
189083,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_above,"{""window"": 29}",5m,2026-02-01,2026-02-16,10,0.4,0.4095,0.6293,0.289,0.5338,0.7671,1.6339,0.4108,0.001123,0.001126,2,4,247,336,37.69,10000.0,10037.694867830196,ok,,22.83,2026-02-24T20:00:40.959362
189084,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_above,"{""window"": 41}",5m,2026-02-01,2026-02-16,8,0.25,-0.1483,-0.3328,-0.106,0.5338,-0.2778,0.7694,-0.1487,-0.000408,-0.000404,2,4,336,336,-13.65,10000.0,9986.348379249303,ok,,24.34,2026-02-24T20:01:03.785971
189085,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_below,"{""window"": 14}",5m,2026-02-01,2026-02-16,3,1.0,0.8667,1.4848,0.0,0.0,0.0,999999999999.99,0.8696,0.002372,0.00237,3,0,137,336,79.78,10000.0,10079.781490846599,ok,,21.67,2026-02-24T20:01:28.127968
189086,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_below,"{""window"": 24}",5m,2026-02-01,2026-02-16,1,1.0,0.0174,1.0423,0.0,0.0,0.0,999999999999.99,0.0175,4.8e-05,4.8e-05,1,0,327,336,1.6,10000.0,10001.604731666499,ok,,19.91,2026-02-24T20:01:49.797890
189087,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_below,"{""window"": 29}",5m,2026-02-01,2026-02-16,1,1.0,0.0174,1.0423,0.0,0.0,0.0,999999999999.99,0.0175,4.8e-05,4.8e-05,1,0,327,336,1.6,10000.0,10001.604731666499,ok,,20.67,2026-02-24T20:02:09.711814
189088,SOL,bb_squeeze,"{""window"": 85, ""window_dev"": 5, ""threshold"": 18}",vwap_below,"{""window"": 41}",5m,2026-02-01,2026-02-16,3,1.0,0.5761,1.2011,0.0,0.0,0.0,999999999999.99,0.5779,0.001579,0.001577,3,0,214,336,53.03,10000.0,10053.029663394698,ok,,22.41,2026-02-24T20:02:30.385762
