run_id,symbol,trigger_name,trigger_params,filter_name,filter_params,timeframe,start_date,end_date,total_trades,win_rate,annual_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,gain_to_pain_ratio,irr_annualized,irr_daily,avg_daily_return,max_consecutive_wins,max_consecutive_losses,max_drawdown_duration,num_days,net_pnl,starting_balance,ending_balance,status,error_msg,elapsed_seconds,timestamp
56824,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",dpo_positive,"{""window"": 46}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,18.69,2026-02-24T07:12:03.737853
56825,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bearish,"{""window"": 14, ""threshold"": 0.0}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,10.6,2026-02-24T07:12:22.428331
56826,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bearish,"{""window"": 9, ""threshold"": 100.0}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,12.52,2026-02-24T07:12:33.024139
56827,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bearish,"{""window"": 13, ""threshold"": 26.3158}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,10.51,2026-02-24T07:12:45.545253
56828,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bearish,"{""window"": 18, ""threshold"": 36.8421}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,11.71,2026-02-24T07:12:56.052650
56829,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bearish,"{""window"": 21, ""threshold"": 89.4737}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,15.03,2026-02-24T07:13:07.758984
56830,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bullish,"{""window"": 14, ""threshold"": 0.0}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,13.21,2026-02-24T07:13:22.792518
56831,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bullish,"{""window"": 6, ""threshold"": 31.5789}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,13.42,2026-02-24T07:13:36.006317
56832,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bullish,"{""window"": 8, ""threshold"": 68.4211}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,12.99,2026-02-24T07:13:49.425253
56833,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bullish,"{""window"": 26, ""threshold"": 84.2105}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,10.43,2026-02-24T07:14:02.417015
56834,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",eom_bullish,"{""window"": 27, ""threshold"": 10.5263}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,14.16,2026-02-24T07:14:12.848023
56835,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",force_bearish,"{""window"": 13, ""threshold"": 0.0}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,7.9,2026-02-24T07:14:27.006559
56836,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",force_bearish,"{""window"": 5, ""threshold"": 63.1579}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,8.3,2026-02-24T07:14:34.910169
56837,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",force_bearish,"{""window"": 18, ""threshold"": 73.6842}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,13.91,2026-02-24T07:14:43.214251
56838,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",force_bearish,"{""window"": 25, ""threshold"": 5.2632}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,12.69,2026-02-24T07:14:57.122634
56839,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",force_bearish,"{""window"": 30, ""threshold"": 36.8421}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,12.5,2026-02-24T07:15:09.809224
56840,ETH,macd_bullish_cross,"{""window_fast"": 22, ""window_slow"": 100, ""window_sign"": 32}",force_bullish,"{""window"": 13, ""threshold"": 0.0}",4h,2024-01-01,2026-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0,0,775,775,0.0,10000.0,10000.0,no_trades,,13.07,2026-02-24T07:15:22.306716
